"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","53,624","-","-","-"
"1","활돔(참돔)","에히메현","2016-06-30","9,867","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2016-06-30","10,000","불검출","불검출","적합"
"3","냉장갈치","가나가와현","2016-06-30","4,816","불검출","불검출","적합"
"4","냉장갈치","와카야마현","2016-06-30","1,953","불검출","불검출","적합"
"5","냉장갈치","와카야마현","2016-06-30","1,544","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-06-30","1,656","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-06-30","1,112","불검출","불검출","적합"
"8","냉장갈치","오이타현","2016-06-30","265","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2016-06-30","824","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2016-06-30","688","불검출","불검출","적합"
"11","냉장갈치","에히메현","2016-06-30","420","불검출","불검출","적합"
"12","냉장양태","구마모토현","2016-06-30","203","불검출","불검출","적합"
"13","냉장갈치","오이타현","2016-06-30","420","불검출","불검출","적합"
"14","활가리비","홋카이도","2016-06-30","6,995","불검출","불검출","적합"
"15","냉동갈치","나가사키현","2016-06-30","5,880","불검출","불검출","적합"
"16","활가리비","홋카이도","2016-06-30","6,981","불검출","불검출","적합"
