"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","76,235.6","-","-","-"
"1","활돔(참돔)","에히메현","2016-07-01","5,011","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-07-01","19,177","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-07-01","6,900","불검출","불검출","적합"
"4","냉동상어
(청상아리)","대서양","2016-07-01","7,832","불검출","불검출","적합"
"5","냉동돔(참돔)","야마구치현","2016-07-01","2,130","불검출","불검출","적합"
"6","냉장갈치","히로시마현","2016-07-01","560","불검출","불검출","적합"
"7","냉장명태","홋카이도","2016-07-01","3,913","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2016-07-01","2,324","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-07-01","7,067","불검출","불검출","적합"
"10","냉동다랑어
(남방참다랑어)","인도양","2016-07-01","7,607","불검출","불검출","적합"
"11","냉동상어
(청상아리,F)","대서양","2016-07-01","1,630","불검출","불검출","적합"
"12","냉동상어
(청상아리,F)","인도양","2016-07-01","559","불검출","불검출","적합"
"13","냉동다랑어
(눈다랑어,목살)","대서양","2016-07-01","530","불검출","불검출","적합"
"14","냉동다랑어
(눈다랑어,목살,횟감)","대서양","2016-07-01","1,100","불검출","불검출","적합"
"15","냉동상어
(청상아리,F)","대서양","2016-07-01","1,558","불검출","불검출","적합"
"16","냉동다랑어
(눈다랑어,F,횟감)","대서양","2016-07-01","1,353.6","불검출","불검출","적합"
