"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동다랑어(눈다랑어,목살)","대서양","2017-09-28","1,104","불검출","불검출","적합"
"2","냉장돔(금눈돔)","후쿠오카현","2017-09-28","11","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2017-09-28","8,000","불검출","불검출","적합"
"4","냉장갈치","와카야마현","2017-09-28","2,144","불검출","불검출","적합"
"5","활돔(쥐돔)","미야자키현","2017-09-28","701","불검출","불검출","적합"
"6","냉장명태","홋카이도","2017-09-28","1,950","불검출","불검출","적합"
"7","활꼬막","사가현","2017-09-28","1,540","불검출","불검출","적합"
"8","냉장민어(수조기)","야마구치현","2017-09-28","39","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2017-09-28","8,392","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-09-28","2,730","불검출","불검출","적합"
"11","냉장갈치","오이타현","2017-09-28","430","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2017-09-28","11,120","불검출","불검출","적합"
"13","냉동다랑어(눈다랑어,F,횟감)","대서양","2017-09-28","127","불검출","불검출","적합"
"14","냉장방어(잿방어)","후쿠오카현","2017-09-28","15","불검출","불검출","적합"
"15","활우렁쉥이","홋카이도","2017-09-28","4,590","불검출","불검출","적합"
"16","활바리(자바리)","나가사키현","2017-09-28","340","불검출","불검출","적합"
"17","활우렁쉥이","홋카이도","2017-09-28","9,396","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2017-09-28","11,961","불검출","불검출","적합"
"19","활전갱이(흑점줄전갱이)","에히메현","2017-09-28","733","불검출","불검출","적합"
"20","활우렁쉥이","홋카이도","2017-09-28","7,000","불검출","불검출","적합"
