"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동가자미(각시가자미)","미국","2017-09-28","8,325","불검출","불검출","적합"
"2","냉동대구(F)","러시아","2017-09-28","9,000","불검출","불검출","적합"
"3","냉동명태(F)","러시아","2017-09-28","23,000","불검출","불검출","적합"
"4","냉동명태","러시아","2017-09-28","418,003","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2017-09-28","14,900","불검출","불검출","적합"
"6","냉동가자미(각시가자미)","러시아","2017-09-28","22,000","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2017-09-28","21,725","불검출","불검출","적합"
"8","냉동명태(F)","러시아","2017-09-28","17,325","불검출","불검출","적합"
"9","냉동대구","러시아","2017-09-28","8,342","불검출","불검출","적합"
"10","냉동가자미(각시가자미)","러시아","2017-09-28","22,000","불검출","불검출","적합"
"11","냉동명태","러시아","2017-09-28","1,356,392","불검출","불검출","적합"
"12","냉동가자미(각시가자미,F)","미국","2017-09-28","6,250","불검출","불검출","적합"
"합계","","-","-","1,927,262","-","-","-"
