"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","빵류(케이크)","효고현","2015-09-25","2,193","불검출","불검출","적합"
"15","빵류(케이크)","효고현","2015-09-25","68.8","불검출","불검출","적합"
"16","빵류(케이크)","효고현","2015-09-25","86","불검출","불검출","적합"
"17","청주","교토부","2015-09-08","6,091.2","불검출","불검출","적합"
"18","청주","교토부","2015-09-19","345.6","불검출","불검출","적합"
"19","청주","교토부","2015-09-24","345.6","불검출","불검출","적합"
"20","청주","교토부","2015-09-17","483.84","불검출","불검출","적합"
"21","빵류(그외 빵류)","효고현","2015-09-25","18.72","불검출","불검출","적합"
"22","빵류(그외 빵류)","효고현","2015-09-01","3.12","불검출","불검출","적합"
"23","침출차","시즈오카현","2015-09-01","100","불검출","불검출","적합"
"24","빵류(그외 빵류)","효고현","2015-09-01","3.12","불검출","불검출","적합"
"25","빵류(그외 빵류)","효고현","2015-09-25","3.12","불검출","불검출","적합"
"26","당류가공품","시즈오카현","2015-09-01","1,000","불검출","불검출","적합"
"27","혼합제제","이바라키현","2015-09-04","1,800","불검출","불검출","적합"
"28","혼합제제","효고현","2015-10-01","17","불검출","불검출","적합"
"29","혼합제제","시가현","2015-10-02","60","불검출","불검출","적합"
"30","청주","니가타현","2015-08-25","302.4","불검출","불검출","적합"
"31","빵류(그외 빵류)","효고현","2015-09-01","1.68","불검출","불검출","적합"
"32","빵류(그외 빵류)","효고현","2015-09-01","1.68","불검출","불검출","적합"
"33","빵류(그외 빵류)","효고현","2015-09-01","1.68","불검출","불검출","적합"
"34","과자(스낵과자)","사이타마현","2015-04-05","1,256","불검출","불검출","적합"
"35","빵류(그외 빵류)","효고현","2015-09-01","1.68","불검출","불검출","적합"
"36","과자(쿠키)","효고현","2015-09-01","1.44","불검출","불검출","적합"
"37","청주","아이치현","2015-09-24","360","불검출","불검출","적합"
"38","과자(쿠키)","효고현","2015-09-01","1.44","불검출","불검출","적합"
"39","효모추출물","오이타현","2015-08-20","100","불검출","불검출","적합"
"40","과자(스낵과자)","사이타마현","2015-04-17","1,256","불검출","불검출","적합"
"41","과자(쿠키)","효고현","2015-09-01","1.44","불검출","불검출","적합"
"42","빵류(그외 빵류)","효고현","2015-09-25","66","불검출","불검출","적합"
"43","과자(쿠키)","효고현","2015-09-01","1.44","불검출","불검출","적합"
"44","빵류(케이크)","효고현","2015-09-25","8.4","불검출","불검출","적합"
"45","빵류(케이크)","효고현","2015-09-25","3.12","불검출","불검출","적합"
"46","청주","훗카이도","2015-08-19","907.2","불검출","불검출","적합"
"47","청주","야마구치현","2015-09-07","86.4","불검출","불검출","적합"
