"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"15","활우렁쉥이","홋카이도","2016-01-20","8,690","불검출","불검출","적합"
"16","활우렁쉥이","홋카이도","2016-01-20","5,820","불검출","불검출","적합"
"17","활우렁쉥이","홋카이도","2016-01-20","1,790","불검출","불검출","적합"
"18","냉장갈치","와카야마현","2016-01-20","240","불검출","불검출","적합"
"19","냉동다랑어
(
눈다랑어 횟감
,F,
)","시즈오카현","2016-01-20","475","불검출","불검출","적합"
"20","냉장돔 참돔(
)","야마구치현","2016-01-20","2,214","불검출","불검출","적합"
"21","냉장돔 황돔(
)","야마구치현","2016-01-20","1,215","불검출","불검출","적합"
"22","냉장홍어","야마구치현","2016-01-20","930","불검출","불검출","적합"
"23","활가리비","홋카이도","2016-01-20","7,440","불검출","불검출","적합"
"24","활가리비","홋카이도","2016-01-20","7,024","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-01-20","8,300","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-01-20","8,300","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-01-20","9,750","불검출","불검출","적합"
"28","냉장갈치","와카야마현","2016-01-20","5,834","불검출","불검출","적합"
"29","냉장병어","와카야마현","2016-01-20","1,560","불검출","불검출","적합"
"30","냉장명태","홋카이도","2016-01-20","6,810","불검출","불검출","적합"
"31","냉장홍어","홋카이도","2016-01-20","1,015","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-01-20","5,000","불검출","불검출","적합"
"33","냉장갈치","가나가와현","2016-01-20","15,592","불검출","불검출","적합"
