"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"34","냉장홍어","홋카이도","2016-01-21","1,958","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2016-01-21","6,321","불검출","불검출","적합"
"36","활우렁쉥이","홋카이도","2016-01-21","1,559","불검출","불검출","적합"
"37","활우렁쉥이","홋카이도","2016-01-21","8,271","불검출","불검출","적합"
"38","냉장명태","홋카이도","2016-01-21","6,860","불검출","불검출","적합"
"39","활가리비","홋카이도","2016-01-21","4,190","불검출","불검출","적합"
"40","활가리비","홋카이도","2016-01-21","3,950","불검출","불검출","적합"
"41","활우렁쉥이","홋카이도","2016-01-21","7,620","불검출","불검출","적합"
"42","활가리비","홋카이도","2016-01-21","7,520","불검출","불검출","적합"
"43","냉장명태","홋카이도","2016-01-21","5,000","불검출","불검출","적합"
"44","활꼬막","사가현","2016-01-21","800","불검출","불검출","적합"
"45","활꼬막 새꼬막
(
)","사가현","2016-01-21","3,300","불검출","불검출","적합"
"46","냉장명태","홋카이도","2016-01-21","8,397","불검출","불검출","적합"
"47","냉장명태","홋카이도","2016-01-21","8,397","불검출","불검출","적합"
"48","활방어","고치현","2016-01-21","1,500","불검출","불검출","적합"
"49","냉장돔 참돔(
)","야마구치현","2016-01-21","30","불검출","불검출","적합"
"50","냉장돔 황돔(
)","야마구치현","2016-01-21","1,248","불검출","불검출","적합"
"51","냉장민어 수조기
(
)","야마구치현","2016-01-21","48","불검출","불검출","적합"
"52","냉장가오리","야마구치현","2016-01-21","130","불검출","불검출","적합"
