"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"34","냉장민어 수조기
(
)","가가와현","2016-01-20","100","불검출","불검출","적합"
"35","냉장돔 참돔(
)","야마구치현","2016-01-20","750","불검출","불검출","적합"
"36","냉장갈치","오이타현","2016-01-20","990","불검출","불검출","적합"
"37","냉장갈치","오이타현","2016-01-20","780","불검출","불검출","적합"
"38","냉장돔 황돔(
)","오이타현","2016-01-20","545","불검출","불검출","적합"
"39","냉장돔 참돔(
)","후쿠오카현","2016-01-20","160","불검출","불검출","적합"
"40","냉장갈치","와카야마현","2016-01-20","184","불검출","불검출","적합"
"41","활장어 먹장어
(
)","나가사키현","2016-01-20","1,194","불검출","불검출","적합"
"42","활장어 먹장어
(
)","야마구치현","2016-01-20","796","불검출","불검출","적합"
"43","냉장병어","와카야마현","2016-01-20","296","불검출","불검출","적합"
"44","냉장홍어","홋카이도","2016-01-20","1,959","불검출","불검출","적합"
"45","냉장명태","홋카이도","2016-01-20","6,840","불검출","불검출","적합"
"46","활해삼","야마구치현","2016-01-20","176","불검출","불검출","적합"
"47","냉장명태","홋카이도","2016-01-20","1,752","불검출","불검출","적합"
"48","냉장명태","홋카이도","2016-01-20","3,000","불검출","불검출","적합"
"49","냉장준치","구마모토현","2016-01-20","182","불검출","불검출","적합"
"50","냉장갈치","에히메현","2016-01-20","1,110","불검출","불검출","적합"
"51","활가리비","홋카이도","2016-01-20","6,980","불검출","불검출","적합"
