"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건16","-","-","41,179","-","-","-"
"1","활가리비","홋카이도","2016-01-22","6,962","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2016-01-22","5,410","불검출","불검출","적합"
"3","활해삼","와카야마현","2016-01-22","280","불검출","불검출","적합"
"4","활해삼","와카야마현","2016-01-22","590","불검출","불검출","적합"
"5","활장어 먹장어
(
)","나가사키현","2016-01-22","2,014","불검출","불검출","적합"
"6","냉장돔 참돔(
)","야마구치현","2016-01-22","690","불검출","불검출","적합"
"7","냉장돔 황돔(
)","야마구치현","2016-01-22","400","불검출","불검출","적합"
"8","냉장가오리","야마구치현","2016-01-22","1,850","불검출","불검출","적합"
"9","냉장병어","야마구치현","2016-01-22","90","불검출","불검출","적합"
"10","냉장명태","홋카이도","2016-01-22","5,000","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-01-22","3,000","불검출","불검출","적합"
"12","냉장돔 참돔(
)","홋카이도","2016-01-22","275","불검출","불검출","적합"
"13","냉장가오리","홋카이도","2016-01-22","570","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-01-22","5,000","불검출","불검출","적합"
"15","활가리비","홋카이도","2016-01-22","7,256","불검출","불검출","적합"
"16","활장어 먹장어
(
)","야마구치현","2016-01-22","1,792","불검출","불검출","적합"
