"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"34","냉장명태","홋카이도","2016-01-19","4,200","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2016-01-19","8,840","불검출","불검출","적합"
"36","활우렁쉥이","홋카이도","2016-01-19","9,270","불검출","불검출","적합"
"37","활가리비","홋카이도","2016-01-19","7,190","불검출","불검출","적합"
"38","활방어","에히메현","2016-01-19","1,370","불검출","불검출","적합"
"39","냉장명태","홋카이도","2016-01-19","6,000","불검출","불검출","적합"
"40","냉장돔 참돔(
)","나가사키현","2016-01-19","336","불검출","불검출","적합"
"41","냉장돔 황돔(
)","나가사키현","2016-01-19","360","불검출","불검출","적합"
"42","냉장돔 황돔(
)","나가사키현","2016-01-19","699","불검출","불검출","적합"
"43","냉장가오리","야마구치현","2016-01-19","160","불검출","불검출","적합"
"44","냉장갈치","야마구치현","2016-01-19","210","불검출","불검출","적합"
"45","냉장갈치","오이타현","2016-01-19","657","불검출","불검출","적합"
"46","냉장돔 황돔(
)","야마구치현","2016-01-19","455","불검출","불검출","적합"
"47","냉장돔 참돔(
)","야마구치현","2016-01-19","245","불검출","불검출","적합"
"48","냉장명태","홋카이도","2016-01-19","7,500","불검출","불검출","적합"
"49","냉장갈치","오이타현","2016-01-19","1,055","불검출","불검출","적합"
"50","냉장돔 참돔(
)","후쿠오카현","2016-01-19","130","불검출","불검출","적합"
"51","냉장명태","홋카이도","2016-01-19","3,000","불검출","불검출","적합"
"52","활꼬막","사가현","2016-01-19","800","불검출","불검출","적합"
