"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"15","냉장돔 황돔(
)","야마구치현","2016-01-19","352","불검출","불검출","적합"
"16","활꼬막 새꼬막
(
)","후쿠오카현","2016-01-19","5,000","불검출","불검출","적합"
"17","냉장준치","야마구치현","2016-01-19","627","불검출","불검출","적합"
"18","냉장가오리","야마구치현","2016-01-19","100","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-01-19","8,500","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-01-19","3,000","불검출","불검출","적합"
"21","냉장갈치","효고현","2016-01-19","800","불검출","불검출","적합"
"22","냉장갈치","에히메현","2016-01-19","160","불검출","불검출","적합"
"23","냉장병어","효고현","2016-01-19","110","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-01-19","949","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-01-19","949","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-01-19","3,220","불검출","불검출","적합"
"27","냉장명태","홋카이도","2016-01-19","4,408","불검출","불검출","적합"
"28","냉장갈치","오이타현","2016-01-19","1,460","불검출","불검출","적합"
"29","냉장홍어","야마구치현","2016-01-19","250","불검출","불검출","적합"
"30","냉장명태","홋카이도","2016-01-19","8,840","불검출","불검출","적합"
"31","냉장홍어","홋카이도","2016-01-19","4,080","불검출","불검출","적합"
"32","냉장명태","홋카이도","2016-01-19","8,520","불검출","불검출","적합"
"33","냉장명태","홋카이도","2016-01-19","4,200","불검출","불검출","적합"
