"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","청주","도쿄도","2014-03-12","129.6","불검출","불검출","적합"
"18","국수","사이타마현","2014-03-11","820","불검출","불검출","적합"
"19","혼합제제","효고현","2014-03-31","34","불검출","불검출","적합"
"20","이.디.티.에이.칼슘이나트륨","와카야마현","2013-03-26","200","불검출","불검출","적합"
"21","소스류","효고현","2014-03-04","240","불검출","불검출","적합"
"22","혼합제제","사이타마현","2014-04-03","25","불검출","불검출","적합"
"23","혼합제제","가나가와현","2014-03-11","60","불검출","불검출","적합"
"24","혼합제제","가나가와현","2014-03-12","165","불검출","불검출","적합"
"25","혼합제제","이바라키현","2014-03-20","60","불검출","불검출","적합"
"26","소스류","효고현","2014-03-17","210","불검출","불검출","적합"
"27","드레싱","도치기현","2014-02-28","180","불검출","불검출","적합"
"28","소스류","지바현","2014-02-25","345","불검출","불검출","적합"
"29","혼합제제","나가노현","2014-04-02","1,000","불검출","불검출","적합"
"30","과자(크래커)","이바라키현","2014-03-14","954","불검출","불검출","적합"
"31","과자(비스킷)","이바라키현","2014-03-27","583.2","불검출","불검출","적합"
"32","과자(비스킷)","이바라키현","2014-02-27","301.6","불검출","불검출","적합"
"33","과자(크래커)","이바라키현","2014-03-13","990","불검출","불검출","적합"
"34","과자(비스킷)","니가타현","2014-04-01","72.6","불검출","불검출","적합"
"35","캔디류(사탕)","가나가와현","2014-02-02","489.98","불검출","불검출","적합"
"36","캔디류(젤리)","가나가와현","2014-02-02","201.6","불검출","불검출","적합"
"37","캔디류(젤리)","아이치현","2014-04-04","288","불검출","불검출","적합"
"38","양조간장","지바현","2014-03-03","2,000.7","불검출","불검출","적합"
"39","소스류","지바현","2014-03-05","557.28","불검출","불검출","적합"
"40","소스류","지바현","2013-02-24","544.5","불검출","불검출","적합"
"41","어묵","야마구치현","2014-03-14","1,800","불검출","불검출","적합"
"42","양조간장","지바현","2013-12-09","318.6","불검출","불검출","적합"
"43","양조간장","지바현","2014-02-10","7,371","불검출","불검출","적합"
"44","양조간장","지바현","2014-03-19","849.6","불검출","불검출","적합"
"45","혼합제제","시즈오카현","2014-03-26","500","불검출","불검출","적합"
"46","어묵","사가현","2014-03-01","720","불검출","불검출","적합"
"47","캔디류(사탕)","후쿠시마현","2014-03-18","311.04","불검출","불검출","적합"
"48","어묵","사가현","2014-02-01","720","불검출","불검출","적합"
"49","혼합제제","효고현","2014-04-04","15","불검출","불검출","적합"
"50","혼합제제","효고현","2014-04-04","10","불검출","불검출","적합"
"51","어묵","사가현","2014-03-01","2,261","불검출","불검출","적합"
"52","어묵","사가현","2014-02-01","600","불검출","불검출","적합"
"53","어묵","사가현","2014-03-01","792","불검출","불검출","적합"
"54","맥주","오이타현","2014-03-11","14,280","불검출","불검출","적합"
"55","청주","아오모리현","2014-03-25","1,800","불검출","불검출","적합"
"56","준초콜릿","가나가와현","2014-03-17","200","불검출","불검출","적합"
"57","캔디류(캐러멜)","도치기현","2014-03-05","2,064.72","불검출","불검출","적합"
"58","캔디류(캐러멜)","도치기현","2014-03-04","1,698.6","불검출","불검출","적합"
"59","과자(스낵과자)","아이치현","2014-02-17","20.8","불검출","불검출","적합"
"60","캔디류(사탕)","도야마현","2014-03-04","208.8","불검출","불검출","적합"
"61","당류가공품","시즈오카현","2014-03-03","160","불검출","불검출","적합"
"62","곡류가공품","아이치현","2014-02-20","432","불검출","불검출","적합"
"63","캔디류(캐러멜)","군마현","2014-02-05","135.36","불검출","불검출","적합"
"64","혼합제제","오카야마현","2014-04-03","45","불검출","불검출","적합"
"65","기타천연착향료","시즈오카현","2014-03-20","45","불검출","불검출","적합"
"66","미강유(현미유)","아이치현","2014-02-05","330","불검출","불검출","적합"
