"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","볶은커피","사이타마현","2014-02-17","1,200","불검출","불검출","적합"
"18","프로테아제(세균성)","효고현","2014-02-04","75","불검출","불검출","적합"
"19","소스류","히로시마현","2014-03-12","81.84","불검출","불검출","적합"
"20","볶은커피","시즈오카현","2013-12-10","600","불검출","불검출","적합"
"21","마요네즈","효고현","2014-04-04","300","불검출","불검출","적합"
"22","카레","나라현","2014-03-05","500","불검출","불검출","적합"
"23","카레","나라현","2014-01-22","800","불검출","불검출","적합"
"24","카레","아이치현","2014-01-09","1,200","불검출","불검출","적합"
"25","드레싱","사가현","2014-03-21","7,200","불검출","불검출","적합"
"26","소스류","후쿠오카현","2014-04-02","12","불검출","불검출","적합"
"27","소스류","후쿠오카현","2014-04-07","25","불검출","불검출","적합"
"28","혼합제제","기후현","2014-03-07","2,000","불검출","불검출","적합"
"29","볶은커피","시즈오카현","2013-12-21","300","불검출","불검출","적합"
"30","볶은커피","시즈오카현","2013-12-24","1,800","불검출","불검출","적합"
"31","볶은커피","시즈오카현","2013-12-09","1,800","불검출","불검출","적합"
"32","볶은커피","시즈오카현","2014-02-24","810","불검출","불검출","적합"
"33","볶은커피","아이치현","2014-04-01","1,500","불검출","불검출","적합"
"34","혼합음료","가나가와현","2013-11-01","54","불검출","불검출","적합"
"35","액상커피","시가현","2014-03-01","3,348","불검출","불검출","적합"
"36","액상차","후쿠이현","2014-03-11","408","불검출","불검출","적합"
"37","캔디류(사탕)","아이치현","2014-03-24","29.1","불검출","불검출","적합"
"38","당절임","구마모토현","2014-02-21","14.4","불검출","불검출","적합"
"39","액상차","후쿠이현","2014-03-20","540","불검출","불검출","적합"
"40","과자(쿠키)","아이치현","2014-03-27","13.7","불검출","불검출","적합"
"41","땅콩또는견과류가공품","후쿠오카현","2014-02-27","21.6","불검출","불검출","적합"
"42","과자(스낵과자)","야마가타현","2014-04-07","120.38","불검출","불검출","적합"
"43","카레","시즈오카현","2014-03-03","345","불검출","불검출","적합"
"44","카레","시즈오카현","2014-03-03","207","불검출","불검출","적합"
"45","카레","시즈오카현","2014-03-03","345","불검출","불검출","적합"
"46","소스류","히로시마현","2014-03-27","432","불검출","불검출","적합"
"47","소스류","히로시마현","2014-03-28","504","불검출","불검출","적합"
"48","소스류","히로시마현","2014-03-25","540","불검출","불검출","적합"
"49","소스류","히로시마현","2014-03-11","108","불검출","불검출","적합"
"50","곡류가공품","지바현","2014-03-05","45","불검출","불검출","적합"
"51","식초절임(매실절임)","와카야마현","2014-03-18","240","불검출","불검출","적합"
"52","복합조미식품","나라현","2014-02-17","90","불검출","불검출","적합"
"53","과자(스낵과자)","이와테현","2014-04-03","72","불검출","불검출","적합"
"54","과자(스낵과자)","나가노현","2014-01-29","257.4","불검출","불검출","적합"
"55","캔디류(젤리)","아이치현","2014-03-29","135.6","불검출","불검출","적합"
"56","캔디류(젤리)","아이치현","2014-03-29","135.6","불검출","불검출","적합"
"57","혼합제제","시즈오카현","2014-03-31","2.5","불검출","불검출","적합"
"58","혼합제제","시즈오카현","2014-03-31","25","불검출","불검출","적합"
"59","볶은커피","미에현","2014-03-05","38.4","불검출","불검출","적합"
"60","볶은커피","미에현","2014-03-04","46.08","불검출","불검출","적합"
"61","국수","효고현","2014-02-03","480","불검출","불검출","적합"
"62","소스류","군마현","2014-02-17","908.6","불검출","불검출","적합"
"63","밀크초콜릿","가나가와현","2014-02-02","259.2","불검출","불검출","적합"
"64","청주","아이치현","2014-03-11","5,400","불검출","불검출","적합"
"65","폴리글리세린지방산에스테르","미에현","2013-02-18","180","불검출","불검출","적합"
"66","혼합제제","미에현","2014-03-06","1,200","불검출","불검출","적합"
