"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","소스류","나가사키현","2014-03-22","3,135","불검출","불검출","적합"
"18","곡류가공품","나가사키현","2014-03-27","960","불검출","불검출","적합"
"19","소스류","나가사키현","2014-03-28","1,297.85","불검출","불검출","적합"
"20","스피루리나 제품","도야마현","2014-02-26","1,334","불검출","불검출","적합"
"21","혼합제제","도치기현","2014-03-28","180","불검출","불검출","적합"
"22","스피루리나 제품","도야마현","2014-03-10","852","불검출","불검출","적합"
"23","청주","야마구치현","2014-03-25","176.4","불검출","불검출","적합"
"24","혼합제제","효고현","2014-04-08","20","불검출","불검출","적합"
"25","혼합제제","효고현","2014-04-07","40","불검출","불검출","적합"
"26","혼합제제","사이타마현","2014-04-07","50","불검출","불검출","적합"
"27","합성착향료","니가타현","2013-06-07","30","불검출","불검출","적합"
"28","기타가공품","오카야마현","2014-04-01","300","불검출","불검출","적합"
"29","복합조미식품","효고현","2014-03-10","880","불검출","불검출","적합"
"30","수산물가공품","훗카이도","2014-04-08","750","불검출","불검출","적합"
"31","염화마그네슘","오카야마현","2014-03-12","17,000","불검출","불검출","적합"
"32","염화마그네슘","오카야마현","2014-04-02","12,000","불검출","불검출","적합"
"33","맥주","후쿠오카현","2014-03-01","24,250","불검출","불검출","적합"
"34","캔디류(젤리)","교토부","2014-03-17","634.6","불검출","불검출","적합"
"35","맥주","후쿠오카현","2014-03-01","10,100","불검출","불검출","적합"
"36","혼합제제","사이타마현","2014-04-03","56","불검출","불검출","적합"
"37","혼합제제","오카야마현","2014-03-07","90","불검출","불검출","적합"
"38","청주","교토부","2014-01-22","1,296","불검출","불검출","적합"
"39","맥주","오사카부","2014-03-07","18,144","불검출","불검출","적합"
"40","청주","아오모리현","2013-11-01","10.8","불검출","불검출","적합"
"41","기타주류","아오모리현","2013-12-01","9.9","불검출","불검출","적합"
"42","혼합제제","가나가와현","2014-03-28","210","불검출","불검출","적합"
"43","혼합제제","가나가와현","2014-03-28","100","불검출","불검출","적합"
"44","혼합제제","오사카부","2014-02-25","45","불검출","불검출","적합"
"45","혼합제제","가나가와현","2014-03-28","90","불검출","불검출","적합"
"46","혼합제제","가나가와현","2014-03-28","90","불검출","불검출","적합"
"47","혼합제제","가나가와현","2014-03-28","705","불검출","불검출","적합"
"48","혼합제제","가나가와현","2014-03-28","105","불검출","불검출","적합"
"49","혼합제제","가나가와현","2014-03-28","60","불검출","불검출","적합"
"50","장류절임","도치기현","2014-03-31","80","불검출","불검출","적합"
"51","장류절임","도치기현","2014-03-31","240","불검출","불검출","적합"
"52","장류절임","도치기현","2014-03-31","51.2","불검출","불검출","적합"
"53","장류절임","도치기현","2014-03-31","38.4","불검출","불검출","적합"
"54","식초절임(오이초절임)","도치기현","2014-03-31","25.6","불검출","불검출","적합"
"55","장류절임","도치기현","2014-03-31","40","불검출","불검출","적합"
"56","과자(스낵과자)","아이치현","2014-04-09","248","불검출","불검출","적합"
"57","캔디류(사탕)","아이치현","2014-03-28","648","불검출","불검출","적합"
"58","소스류","지바현","2014-03-22","990","불검출","불검출","적합"
"59","혼합제제","효고현","2014-04-08","17","불검출","불검출","적합"
"60","기타가공품","와카야마현","2014-03-27","500","불검출","불검출","적합"
"61","혼합제제","군마현","2014-03-27","102","불검출","불검출","적합"
"62","혼합제제","군마현","2014-03-27","602","불검출","불검출","적합"
"63","맥주","후쿠오카현","2014-03-14","52,380","불검출","불검출","적합"
"64","혼합제제","효고현","2014-04-08","17","불검출","불검출","적합"
"65","혼합제제","효고현","2014-03-18","30","불검출","불검출","적합"
"66","혼합제제","효고현","2014-04-07","17","불검출","불검출","적합"
