"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","백설탕","후쿠오카현","2014-01-31","1,000","불검출","불검출","적합"
"18","땅콩또는견과류가공품","오사카부","2013-09-16","100","불검출","불검출","적합"
"19","고형차","후쿠오카현","2014-03-31","15","불검출","불검출","적합"
"20","청주","아이치현","2014-03-01","220.32","불검출","불검출","적합"
"21","청주","아이치현","2014-03-01","887.4","불검출","불검출","적합"
"22","청주","아이치현","2014-03-01","129.6","불검출","불검출","적합"
"23","청주","아이치현","2014-03-26","2,727","불검출","불검출","적합"
"24","맥주","오사카부","2014-03-07","36,288","불검출","불검출","적합"
"25","복합조미식품","오사카부","2014-03-28","48","불검출","불검출","적합"
"26","소스류","교토부","2014-02-12","108.5","불검출","불검출","적합"
"27","소스류","훗카이도","2014-03-28","129","불검출","불검출","적합"
"28","소스류","오사카부","2014-03-19","90","불검출","불검출","적합"
"29","소스류","히로시마현","2014-04-01","1,260","불검출","불검출","적합"
"30","소스류","히로시마현","2014-03-04","3,150","불검출","불검출","적합"
"31","소스류","히로시마현","2014-03-19","1,320","불검출","불검출","적합"
"32","소스류","히로시마현","2014-03-24","1,223.4","불검출","불검출","적합"
"33","소스류","히로시마현","2014-03-19","1,221","불검출","불검출","적합"
"34","소스류","히로시마현","2014-03-14","303.84","불검출","불검출","적합"
"35","소스류","히로시마현","2014-03-17","1,260","불검출","불검출","적합"
"36","소스류","히로시마현","2014-02-26","524.4","불검출","불검출","적합"
"37","식물성크림","구마모토현","2014-03-13","19.2","불검출","불검출","적합"
"38","드레싱","오사카부","2014-04-01","270","불검출","불검출","적합"
"39","맥주","오이타현","2014-03-05","32,844","불검출","불검출","적합"
"40","소스류","히로시마현","2014-03-07","226.8","불검출","불검출","적합"
"41","합성착향료","가나가와현","2014-04-15","2","불검출","불검출","적합"
"42","합성착향료","야마가타현","2014-04-15","2","불검출","불검출","적합"
"43","합성착향료","야마가타현","2014-04-15","2","불검출","불검출","적합"
"44","합성착향료","가나가와현","2014-04-15","41","불검출","불검출","적합"
"45","합성착향료","가나가와현","2014-04-15","2","불검출","불검출","적합"
"46","드레싱","사가현","2014-03-11","3,240","불검출","불검출","적합"
"47","몰식자산","시즈오카현","2014-04-01","70","불검출","불검출","적합"
"48","드레싱","사가현","2014-02-26","900","불검출","불검출","적합"
"49","캔디류(사탕)","아이치현","2014-04-07","3,960","불검출","불검출","적합"
"50","캔디류(사탕)","아이치현","2014-04-07","2,160","불검출","불검출","적합"
"51","캔디류(사탕)","아이치현","2014-04-07","330","불검출","불검출","적합"
"52","캔디류(사탕)","아이치현","2014-04-01","1,980","불검출","불검출","적합"
"53","캔디류(사탕)","아이치현","2014-04-03","1,188","불검출","불검출","적합"
"54","캔디류(사탕)","아이치현","2014-04-01","1,044","불검출","불검출","적합"
"55","조미된장","훗카이도","2014-03-15","720","불검출","불검출","적합"
"56","된장","훗카이도","2014-03-16","720","불검출","불검출","적합"
"57","국수","가가와현","2014-01-27","11,740","불검출","불검출","적합"
"58","국수","가가와현","2014-02-02","400","불검출","불검출","적합"
"59","청주","교토부","2014-04-02","8,640","불검출","불검출","적합"
"60","과자(스낵과자)","야마나시현","2014-04-04","52.8","불검출","불검출","적합"
"61","과자(스낵과자)","야마가타현","2014-04-07","117","불검출","불검출","적합"
"62","과자(스낵과자)","야마나시현","2014-04-08","57.6","불검출","불검출","적합"
"63","과자(스낵과자)","나가노현","2014-04-08","96","불검출","불검출","적합"
"64","캔디류(사탕)","아이치현","2014-04-03","332.64","불검출","불검출","적합"
"65","캔디류(사탕)","아이치현","2014-04-04","116","불검출","불검출","적합"
"66","트랜스글루코시다아제","시가현","2014-03-28","400","불검출","불검출","적합"
