"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"접수
일자","건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏) 건수 중량(㎏)","","","","","","","","",""
"합계","","276  952,256","0","0","","199  873,906","3","163","74","78,187"
"4.21","103","550,396","0","0","70","505,463","1","16","32","44,917"
"4.22","91","218,337","0","0","70","199,766","2","147","19","18,424"
"4.23","82","183,523","0","0","59","168,677","0","0","23","14,846"
"4.24","","","","","","","","","",""
"4.25","","","","","","","","","",""
