"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"11","기타가공품","오사카부","2015-06-01","14.4","불검출","불검출","적합"
"12","캔디류(캐러멜)","기후현","2015-04-23","320","불검출","불검출","적합"
"13","소스류","후쿠오카현","2015-05-27","2,268","불검출","불검출","적합"
"14","밀가루","후쿠오카현","2015-02-28","2,400","불검출","불검출","적합"
"15","빵류(그외 빵류)","미야기현","2015-03-26","360","불검출","불검출","적합"
"16","빵류(그외 빵류)","미야기현","2015-03-27","360","불검출","불검출","적합"
"17","빵류(그외 빵류)","미야기현","2015-03-27","240","불검출","불검출","적합"
"18","빵류(그외 빵류)","미야기현","2015-03-28","240","불검출","불검출","적합"
"19","장류절임","도야마현","2015-05-13","22.5","불검출","불검출","적합"
"20","청국장","교토부","2015-05-23","230.4","불검출","불검출","적합"
"21","혼합제제","가나가와현","2015-05-22","110","불검출","불검출","적합"
"22","기타천연착향료","오사카부","2015-06-08","900","불검출","불검출","적합"
"23","소스류","훗카이도","2015-05-29","360","불검출","불검출","적합"
"24","소스류","훗카이도","2015-05-18","140","불검출","불검출","적합"
"25","당류가공품","교토부","2015-02-18","33.6","불검출","불검출","적합"
"26","당류가공품","오사카부","2015-02-16","32.4","불검출","불검출","적합"
"27","당류가공품","교토부","2015-02-13","19.2","불검출","불검출","적합"
"28","당류가공품","교토부","2015-02-18","19.2","불검출","불검출","적합"
"29","당류가공품","오사카부","2015-02-09","26.4","불검출","불검출","적합"
"30","국수","사이타마현","2015-06-01","1,200","불검출","불검출","적합"
"31","튀김식품","오이타현","2015-05-31","400","불검출","불검출","적합"
"32","수산물가공품","히로시마현","2015-06-03","32.4","불검출","불검출","적합"
"33","수산물가공품","히로시마현","2015-06-03","7.08","불검출","불검출","적합"
"34","튀김식품","히로시마현","2015-06-04","10.56","불검출","불검출","적합"
"35","혼합제제","가나가와현","2015-05-20","30","불검출","불검출","적합"
"36","튀김식품","히로시마현","2015-06-04","46.4","불검출","불검출","적합"
"37","양조간장","아이치현","2015-05-25","1,620","불검출","불검출","적합"
"38","냉면","효고현","2015-02-24","480","불검출","불검출","적합"
"39","소스류","오사카부","2015-05-19","540","불검출","불검출","적합"
"40","과자(스낵과자)","사이타마현","2015-05-19","1,781.76","불검출","불검출","적합"
