"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"41","소스류","교토부","2015-05-21","917","불검출","불검출","적합"
"42","카레","나라현","2015-04-23","800","불검출","불검출","적합"
"43","카레","나라현","2015-04-14","1,000","불검출","불검출","적합"
"44","카레","나라현","2015-04-17","600","불검출","불검출","적합"
"45","카레","나라현","2015-03-26","8,000","불검출","불검출","적합"
"46","카레","아이치현","2015-02-25","600","불검출","불검출","적합"
"47","카레","아이치현","2015-03-27","600","불검출","불검출","적합"
"48","건어포류","에히메현","2015-05-11","540","불검출","불검출","적합"
"49","건어포류","에히메현","2015-05-26","140","불검출","불검출","적합"
"50","건어포류","에히메현","2015-05-27","100","불검출","불검출","적합"
"51","캔디류(양갱)","아이치현","2015-05-27","648","불검출","불검출","적합"
"52","소스류","훗카이도","2015-05-31","108","불검출","불검출","적합"
"53","청주","도쿠시마현","2015-06-02","1,620","불검출","불검출","적합"
"54","복합조미식품","오이타현","2015-03-09","500","불검출","불검출","적합"
"55","과자(비스킷)","훗카이도","2015-06-08","112","불검출","불검출","적합"
"56","과자(비스킷)","훗카이도","2015-06-08","98","불검출","불검출","적합"
"57","소스류","훗카이도","2015-03-04","240","불검출","불검출","적합"
"58","효모추출물제품","오이타현","2015-05-02","1,770","불검출","불검출","적합"
"59","국수","아이치현","2015-05-27","2,217.6","불검출","불검출","적합"
"60","소스류","도치기현","2015-05-08","12,000","불검출","불검출","적합"
"61","맥주","교토부","2015-05-11","135,869.75","불검출","불검출","적합"
"62","소스류","교토부","2015-05-27","131","불검출","불검출","적합"
"63","소스류","교토부","2015-05-02","256","불검출","불검출","적합"
"64","소스류","교토부","2015-06-13","1,965","불검출","불검출","적합"
"65","커피/건조","티모르","","2,100","불검출","불검출","적합"
"66","커피/건조","페루","","2,100","불검출","불검출","적합"
"67","커피/건조","에쿠아도르","","600","불검출","불검출","적합"
"68","리큐르","미에현","2014-01-28","258","불검출","불검출","적합"
"69","청주","나라현","2015-06-03","259.2","불검출","불검출","적합"
"70","청주","나라현","2015-06-04","324","불검출","불검출","적합"
