"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","14건","-","-","50,687","-","-","-"
"1","활장어(먹장어)","나가사키현","2015-6-26","3,592","불검출","불검출","적합"
"2","활돔(벵에돔)","구마모토현","2015-6-26","2,753","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-6-26","6,500","불검출","불검출","적합"
"4","냉동다랑어(눈다랑어,F,횟감)","시즈오카현","2015-6-26","400","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-6-26","7,282","불검출","불검출","적합"
"6","냉장명태","홋카이도","2015-6-26","2,894","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2015-6-26","293","불검출","불검출","적합"
"8","냉장명태","홋카이도","2015-6-26","2,436","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2015-6-26","206","불검출","불검출","적합"
"10","냉장명태","홋카이도","2015-6-26","2,448","불검출","불검출","적합"
"11","활가리비","홋카이도","2015-6-26","7,298","불검출","불검출","적합"
"12","활게(참게)","후쿠오카현","2015-6-26","125","불검출","불검출","적합"
"13","활가리비","홋카이도","2015-6-26","7,473","불검출","불검출","적합"
"14","활가리비","홋카이도","2015-6-26","6,987","불검출","불검출","적합"
