"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","14건","-","-","26,264","-","-","-"
"1","냉장갈치","와카야마현","2015-6-29","2,176","불검출","불검출","적합"
"2","냉장명태","홋카이도","2015-6-29","1,320","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-6-29","6,904","불검출","불검출","적합"
"4","냉장갈치","오이타현","2015-6-29","1,960","불검출","불검출","적합"
"5","냉장갈치","히로시마현","2015-6-29","150","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2015-6-29","400","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2015-6-29","1,512","불검출","불검출","적합"
"8","냉장갈치","오이타현","2015-6-29","1,840","불검출","불검출","적합"
"9","냉장갈치","야마구치현","2015-6-29","510","불검출","불검출","적합"
"10","냉장돔(황돔)","후쿠오카현","2015-6-29","124","불검출","불검출","적합"
"11","냉장갈치","에히메현","2015-6-29","248","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2015-6-29","1,112","불검출","불검출","적합"
"13","냉장갈치","오이타현","2015-6-29","1,050","불검출","불검출","적합"
"14","활가리비","홋카이도","2015-6-29","6,958","불검출","불검출","적합"
