"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","24건","-","-","100,016","-","-","-"
"1","활전복","나가사키현","2015-7-23","205","불검출","불검출","적합"
"2","마른고등어","나가사키현","2015-7-23","2,369","불검출","불검출","적합"
"3","활돔(참돔)","도쿠시마현","2015-7-23","17,674","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-7-23","7,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2015-7-23","7,000","불검출","불검출","적합"
"6","냉장명태","홋카이도","2015-7-23","1,680","불검출","불검출","적합"
"7","냉장갈치","오이타현","2015-7-23","490","불검출","불검출","적합"
"8","냉장돔(참돔)","후쿠오카현","2015-7-23","300","불검출","불검출","적합"
"9","냉장돔(황돔)","후쿠오카현","2015-7-23","200","불검출","불검출","적합"
"10","냉장돔(황돔)","야마구치현","2015-7-23","70","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2015-7-23","406","불검출","불검출","적합"
"12","냉장갈치","오이타현","2015-7-23","555","불검출","불검출","적합"
"13","냉장돔(황돔)","후쿠오카현","2015-7-23","80","불검출","불검출","적합"
"14","냉장명태","홋카이도","2015-7-23","1,836","불검출","불검출","적합"
"15","냉장명태","홋카이도","2015-7-23","3,456","불검출","불검출","적합"
"16","냉장명태","홋카이도","2015-7-23","3,456","불검출","불검출","적합"
"17","냉장홍어","홋카이도","2015-7-23","236","불검출","불검출","적합"
"18","활가리비","홋카이도","2015-7-23","7,112","불검출","불검출","적합"
"19","냉장명태","홋카이도","2015-7-23","2,820","불검출","불검출","적합"
"20","냉장홍어","홋카이도","2015-7-23","427","불검출","불검출","적합"
"21","활가리비","홋카이도","2015-7-23","21,855","불검출","불검출","적합"
"22","활가리비","홋카이도","2015-7-23","7,181","불검출","불검출","적합"
"23","활가리비","홋카이도","2015-7-23","6,952","불검출","불검출","적합"
"24","활가리비","홋카이도","2015-7-23","6,656","불검출","불검출","적합"
