"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","91","","207,673","","",""
"1","청주","후쿠오카현","2015-02-26","129.6","불검출","불검출","적합"
"2","청주","후쿠오카현","2015-05-11","129.6","불검출","불검출","적합"
"3","빵류(케이크)","훗카이도","2015-06-20","114.2","불검출","불검출","적합"
"4","빵류(케이크)","훗카이도","2015-06-20","123.2","불검출","불검출","적합"
"5","빵류(케이크)","돗토리현","2015-06-12","1,872","불검출","불검출","적합"
"6","빵류(케이크)","돗토리현","2015-06-16","1,685","불검출","불검출","적합"
"7","혼합음료","아이치현","2015-02-17","63","불검출","불검출","적합"
"8","건어포류","오사카부","2015-06-23","300","불검출","불검출","적합"
"9","스피루리나 제품","도야마현","2015-06-01","624","불검출","불검출","적합"
"10","소스류","가나가와현","2015-06-25","474.75","불검출","불검출","적합"
"11","소스류","가나가와현","2015-06-25","281.25","불검출","불검출","적합"
"12","소스류","가나가와현","2015-06-25","477.6","불검출","불검출","적합"
