"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"처리
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","281","1,087,261","1","20","240","998,682","4","2,845","36","85,713"
"11.12","147","726,031","1","20","130","663,481","0","0","16","62,530"
"11.13","134","361,230","0","0","110","335,201","4","2,845","20","23,183"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
