"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","908,490","-","-","-"
"1","냉동상어(곱상어)","미국","2017-01-05","17,870","불검출","불검출","적합"
"2","냉동꽁치","대만","2017-01-05","5,798","불검출","불검출","적합"
"3","냉동대구(목살)","러시아","2017-01-05","1,000","불검출","불검출","적합"
"4","냉동명태(F)","러시아","2017-01-05","18,300","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2017-01-05","20,200","불검출","불검출","적합"
"6","냉동가자미
(각시가자미)","러시아","2017-01-05","22,500","불검출","불검출","적합"
"7","냉동곤이(대구)","러시아","2017-01-05","8,280","불검출","불검출","적합"
"8","냉동대구(F)","러시아","2017-01-05","414","불검출","불검출","적합"
"9","냉동가자미","러시아","2017-01-05","4,816","불검출","불검출","적합"
"10","냉동명태(F)","미국","2017-01-05","13,680","불검출","불검출","적합"
"11","냉동꽁치","대만","2017-01-05","133,614","불검출","불검출","적합"
"12","냉동꽁치","대만","2017-01-05","74,326","불검출","불검출","적합"
"13","냉동꽁치","대만","2017-01-05","44,511","불검출","불검출","적합"
"14","냉동꽁치","대만","2017-01-05","2,112","불검출","불검출","적합"
"15","냉동꽁치","대만","2017-01-05","219,438","불검출","불검출","적합"
"16","냉동꽁치","대만","2017-01-05","321,631","불검출","불검출","적합"
