"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"50","탄산칼슘","오카야마현","2018-12-20","16,000","불검출","불검출","적합"
"51","당류가공품","오키나와현","2018-12-03","277","불검출","불검출","적합"
"52","당류가공품","오키나와현","2018-12-03","1,200","불검출","불검출","적합"
"53","당류가공품","오키나와현","2018-12-03","855","불검출","불검출","적합"
"54","당류가공품","오키나와현","2018-12-03","140","불검출","불검출","적합"
"55","소스","나가사키현","2018-11-20","2,897","불검출","불검출","적합"
"56","소스","나가사키현","2018-11-19","1,315","불검출","불검출","적합"
"57","과자","이시카와현","2018-12-07","15","불검출","불검출","적합"
"58","과자","이시카와현","2018-12-08","23","불검출","불검출","적합"
"59","소스","나가사키현","2018-11-20","6,470","불검출","불검출","적합"
"60","소스","나가사키현","2018-11-24","4,520","불검출","불검출","적합"
"61","된장","훗카이도","2018-11-17","800","불검출","불검출","적합"
"62","양조간장","지바현","2018-11-09","7,371","불검출","불검출","적합"
"63","혼합장","훗카이도","2018-11-12","400","불검출","불검출","적합"
"64","캔디류","나라현","2018-12-06","4,658","불검출","불검출","적합"
"65","캔디류","나라현","2018-12-05","804","불검출","불검출","적합"
"66","캔디류","나라현","2018-12-05","4,128","불검출","불검출","적합"
"67","캔디류","나라현","2018-12-06","2,892","불검출","불검출","적합"
"68","과자","나라현","2018-12-04","680","불검출","불검출","적합"
"69","소스","지바현","2018-10-18","8,543","불검출","불검출","적합"
"70","가공두부","오사카부","2018-12-25","4,000","불검출","불검출","적합"
"71","가공두부","오사카부","2018-12-25","4,000","불검출","불검출","적합"
"72","소스","히로시마현","2018-10-12","648","불검출","불검출","적합"
"73","소스","히로시마현","2018-11-20","2,880","불검출","불검출","적합"
"74","소스","히로시마현","2018-11-15","1,320","불검출","불검출","적합"
"75","소스","아이치현","2018-11-07","149","불검출","불검출","적합"
"76","소스","도치기현","2018-11-07","7,366","불검출","불검출","적합"
"77","소스","도치기현","2018-11-29","3,474","불검출","불검출","적합"
"78","떡류","니가타현","2018-11-23","3,050","불검출","불검출","적합"
"79","떡류","니가타현","2018-11-23","4,800","불검출","불검출","적합"
"80","청주","효고현","2018-11-21","54","불검출","불검출","적합"
"81","청주","효고현","2018-11-06","54","불검출","불검출","적합"
"82","기타 주류","효고현","2018-11-07","54","불검출","불검출","적합"
"83","소주","오이타현","2018-12-03","1,080","불검출","불검출","적합"
"84","소주","미야자키현","2018-11-19","829","불검출","불검출","적합"
