"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동고둥살(위고둥,자숙)","세네갈","2019-01-07","24,840","적합","적합","적합"
"2","냉동명태(F)","러시아","2019-01-07","13,416","적합","적합","적합"
"3","냉동꽁치","대만","2019-01-07","215,633","적합","적합","적합"
"4","냉동가자미(까지가자미)","러시아","2019-01-07","22,500","적합","적합","적합"
"5","냉동명태(F)","러시아","2019-01-07","24,000","적합","적합","적합"
"6","냉동명태(F)","러시아","2019-01-07","10,625","적합","적합","적합"
"7","냉동게(자숙,절단)","나미비아","2019-01-07","20,070","적합","적합","적합"
"8","냉동꽁치","대만","2019-01-07","92,905","적합","적합","적합"
"9","냉동새우(흰다리새우)","에콰도르","2019-01-07","21,600","적합","적합","적합"
"10","냉동대구(F)","러시아","2019-01-07","12,000","적합","적합","적합"
"11","냉동명태","러시아","2019-01-07","309,127","적합","적합","적합"
"합계","","-","-","766,716","-","-","-"
