"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","91,565","-","-","-"
"1","활장어(먹장어)","나가사키현","2016-06-21","1,074","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2016-06-21","7,730","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-06-21","5,405","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2016-06-21","5,100","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2016-06-21","15,438","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2016-06-21","16,705","불검출","불검출","적합"
"7","활장어(먹장어)","나가사키현","2016-06-21","531","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2016-06-21","2,488","불검출","불검출","적합"
"9","냉장명태","홋카이도","2016-06-21","3,840","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2016-06-21","2,624","불검출","불검출","적합"
"11","냉장명태","홋카이도","2016-06-21","1,536","불검출","불검출","적합"
"12","냉장대구","홋카이도","2016-06-21","90","불검출","불검출","적합"
"13","냉장갈치","히로시마현","2016-06-21","605","불검출","불검출","적합"
"14","냉장갈치","에히메현","2016-06-21","370","불검출","불검출","적합"
