"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","17,751","-","-","-"
"1","냉장양태","구마모토현","2016-06-20","70","불검출","불검출","적합"
"2","냉장갈치","와카야마현","2016-06-20","640","불검출","불검출","적합"
"3","냉장갈치","에히메현","2016-06-20","190","불검출","불검출","적합"
"4","냉장준치","구마모토현","2016-06-20","175","불검출","불검출","적합"
"5","냉장갈치","와카야마현","2016-06-20","800","불검출","불검출","적합"
"6","냉장갈치","오이타현","2016-06-20","340","불검출","불검출","적합"
"7","냉장갈치","야마구치현","2016-06-20","240","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2016-06-20","1,288","불검출","불검출","적합"
"9","냉장갈치","오이타현","2016-06-20","235","불검출","불검출","적합"
"10","냉장돔(황돔)","나가사키현","2016-06-20","205","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-06-20","2,017","불검출","불검출","적합"
"12","냉장명태","홋카이도","2016-06-20","2,210","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2016-06-20","1,966","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-06-20","4,372","불검출","불검출","적합"
"15","활장어(먹장어)","시마네현","2016-06-20","3,003","불검출","불검출","적합"
