"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"15","냉장갈치","와카야마현","2016-06-21","2,320","불검출","불검출","적합"
"16","냉장갈치","야마구치현","2016-06-21","735","불검출","불검출","적합"
"17","냉장명태","홋카이도","2016-06-21","1,536","불검출","불검출","적합"
"18","냉장명태","홋카이도","2016-06-21","4,784","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2016-06-21","732","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-06-21","2,396","불검출","불검출","적합"
"21","냉장갈치","히로시마현","2016-06-21","535","불검출","불검출","적합"
"22","냉장명태","홋카이도","2016-06-21","2,386","불검출","불검출","적합"
"23","냉장돔(황돔)","후쿠오카현","2016-06-21","385","불검출","불검출","적합"
"24","냉장돔(황돔)","야마구치현","2016-06-21","65","불검출","불검출","적합"
"25","냉장대구","홋카이도","2016-06-21","90","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2016-06-21","1,152","불검출","불검출","적합"
"27","냉장병어","효고현","2016-06-21","296","불검출","불검출","적합"
"28","활돔(돌돔)","나가사키현","2016-06-21","622","불검출","불검출","적합"
"29","활장어(먹장어)","후쿠오카현","2016-06-21","3,015","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-06-21","6,980","불검출","불검출","적합"
